Estado,Nome,Capacidade(hm³),Cota(m),Volume Útil(hm³),Volume (%),Data da Medição,Latitude,Longitude
Ceará,SANTO ANTÔNIO,083,4673,001,120,08/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,08/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,nan,000,007,08/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,09/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,10/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,11/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,12/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,13/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,14/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,15/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,16/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,17/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,18/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,19/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,20/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,21/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,22/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,23/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,24/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,25/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,26/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,27/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,28/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,29/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,30/06/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,01/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,02/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,03/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,04/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,05/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,06/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,07/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,08/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,09/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,10/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,11/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,12/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,13/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,14/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,15/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,16/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,17/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,18/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,19/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,20/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,21/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,22/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,23/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,24/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,25/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,26/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,27/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,28/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,29/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,30/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,31/07/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,01/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,02/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,03/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,04/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,05/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,06/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,07/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,08/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,09/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,10/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,11/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,12/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,13/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,14/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,15/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,16/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,17/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,18/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,19/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,20/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,21/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,22/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,23/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,24/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,25/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,26/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,27/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,28/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,29/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,30/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,31/08/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,01/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,02/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,03/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,04/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,05/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,06/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,07/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,08/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,09/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,10/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,11/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,12/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,13/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,14/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,15/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,16/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,17/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,18/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,19/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,20/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,21/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,22/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,23/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,24/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,25/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,26/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,27/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,28/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,29/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,30/09/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,01/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,02/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,03/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,04/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,05/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,06/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,07/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,08/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,09/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,10/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,11/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,12/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,13/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,14/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,15/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,16/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,17/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,18/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,19/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,20/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,21/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,22/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,23/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,24/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,25/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,26/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,27/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,28/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,29/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,30/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,31/10/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,01/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,02/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,03/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,04/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,05/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,06/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,07/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,08/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,09/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,10/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,11/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,12/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,13/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,14/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,15/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,16/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,17/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,18/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,19/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,20/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,21/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,22/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,23/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,24/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,25/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,26/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,27/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,28/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,29/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,30/11/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,01/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,02/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,03/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,04/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,05/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,06/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,07/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,08/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,09/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,10/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,11/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,12/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,13/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,14/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,15/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,16/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,17/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,18/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,19/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,20/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,21/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,22/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,23/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,24/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,25/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,26/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,27/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,28/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,29/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,30/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,31/12/2017,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,01/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,02/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,03/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,04/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,05/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,06/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,07/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,08/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,09/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,10/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,11/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,12/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,13/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,14/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,15/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,16/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,17/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,18/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,19/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,20/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,21/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,22/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,23/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,24/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,25/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,26/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,27/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,28/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,29/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,30/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,31/01/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,01/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,02/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,03/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,04/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,05/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,06/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,07/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,08/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,09/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,10/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,11/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,12/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,13/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,14/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,15/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,16/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,17/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,18/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,19/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,20/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,21/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,22/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,23/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,24/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,25/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,26/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,27/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,28/02/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,01/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,02/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,03/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,04/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,05/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,06/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,07/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,08/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,09/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,10/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,11/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,12/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,13/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,14/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,15/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,16/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,17/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,18/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,19/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,20/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,21/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,22/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,23/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,24/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,25/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,26/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,27/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,28/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,29/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,30/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,31/03/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,01/04/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,02/04/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,03/04/2018,-38.370149,-5.898912
Ceará,SANTO ANTÔNIO,083,4673,001,120,04/04/2018,-38.370149,-5.898912
